0.100000 	 8.382780 
0.101000 	 8.423503 
0.102000 	 8.464206 
0.103000 	 8.504866 
0.104000 	 8.545463 
0.105000 	 8.585976 
0.106000 	 8.626385 
0.107000 	 8.666667 
0.108000 	 8.706802 
0.109000 	 8.746768 
0.110000 	 8.786546 
0.111000 	 8.826114 
0.112000 	 8.865450 
0.113000 	 8.904534 
0.114000 	 8.943345 
0.115000 	 8.981862 
0.116000 	 9.020064 
0.117000 	 9.057929 
0.118000 	 9.095438 
0.119000 	 9.132568 
0.120000 	 9.169298 
0.121000 	 9.205609 
0.122000 	 9.241478 
0.123000 	 9.276885 
0.124000 	 9.311808 
0.125000 	 9.346227 
0.126000 	 9.380121 
0.127000 	 9.413469 
0.128000 	 9.446249 
0.129000 	 9.478441 
0.130000 	 9.510023 
0.131000 	 9.540975 
0.132000 	 9.571275 
0.133000 	 9.600903 
0.134000 	 9.629838 
0.135000 	 9.658058 
0.136000 	 9.685543 
0.137000 	 9.712271 
0.138000 	 9.738221 
0.139000 	 9.763373 
0.140000 	 9.787706 
0.141000 	 9.811198 
0.142000 	 9.833828 
0.143000 	 9.855576 
0.144000 	 9.876420 
0.145000 	 9.896340 
0.146000 	 9.915314 
0.147000 	 9.933322 
0.148000 	 9.950341 
0.149000 	 9.966352 
0.150000 	 9.981334 
0.151000 	 9.995265 
0.152000 	 10.008124 
0.153000 	 10.019890 
0.154000 	 10.030542 
0.155000 	 10.040060 
0.156000 	 10.048422 
0.157000 	 10.055608 
0.158000 	 10.061595 
0.159000 	 10.066364 
0.160000 	 10.069893 
0.161000 	 10.072161 
0.162000 	 10.073147 
0.163000 	 10.072830 
0.164000 	 10.071190 
0.165000 	 10.068204 
0.166000 	 10.063853 
0.167000 	 10.058115 
0.168000 	 10.050969 
0.169000 	 10.042394 
0.170000 	 10.032369 
0.171000 	 10.020873 
0.172000 	 10.007885 
0.173000 	 9.993384 
0.174000 	 9.977349 
0.175000 	 9.959759 
0.176000 	 9.940593 
0.177000 	 9.919830 
0.178000 	 9.897448 
0.179000 	 9.873428 
0.180000 	 9.847748 
0.181000 	 9.820386 
0.182000 	 9.791323 
0.183000 	 9.760536 
0.184000 	 9.728005 
0.185000 	 9.693709 
0.186000 	 9.657627 
0.187000 	 9.619738 
0.188000 	 9.580020 
0.189000 	 9.538454 
0.190000 	 9.495017 
0.191000 	 9.449688 
0.192000 	 9.402448 
0.193000 	 9.353274 
0.194000 	 9.302146 
0.195000 	 9.249043 
0.196000 	 9.193943 
0.197000 	 9.136826 
0.198000 	 9.077671 
0.199000 	 9.016456 
0.200000 	 8.953161 
0.201000 	 8.887778 
0.202000 	 8.820348 
0.203000 	 8.750928 
0.204000 	 8.679573 
0.205000 	 8.606338 
0.206000 	 8.531279 
0.207000 	 8.454451 
0.208000 	 8.375910 
0.209000 	 8.295711 
0.210000 	 8.213910 
0.211000 	 8.130561 
0.212000 	 8.045722 
0.213000 	 7.959446 
0.214000 	 7.871789 
0.215000 	 7.782807 
0.216000 	 7.692555 
0.217000 	 7.601089 
0.218000 	 7.508464 
0.219000 	 7.414736 
0.220000 	 7.319959 
0.221000 	 7.224190 
0.222000 	 7.127484 
0.223000 	 7.029896 
0.224000 	 6.931482 
0.225000 	 6.832297 
0.226000 	 6.732396 
0.227000 	 6.631836 
0.228000 	 6.530671 
0.229000 	 6.428957 
0.230000 	 6.326749 
0.231000 	 6.224103 
0.232000 	 6.121074 
0.233000 	 6.017718 
0.234000 	 5.914090 
0.235000 	 5.810246 
0.236000 	 5.706241 
0.237000 	 5.602130 
0.238000 	 5.497969 
0.239000 	 5.393813 
0.240000 	 5.289718 
0.241000 	 5.185739 
0.242000 	 5.081932 
0.243000 	 4.978352 
0.244000 	 4.875054 
0.245000 	 4.772094 
0.246000 	 4.669528 
0.247000 	 4.567410 
0.248000 	 4.465797 
0.249000 	 4.364744 
0.250000 	 4.264305 
0.251000 	 4.164537 
0.252000 	 4.065495 
0.253000 	 3.967235 
0.254000 	 3.869812 
0.255000 	 3.773280 
0.256000 	 3.677697 
0.257000 	 3.583117 
0.258000 	 3.489595 
0.259000 	 3.397188 
0.260000 	 3.305950 
0.261000 	 3.215937 
0.262000 	 3.127204 
0.263000 	 3.039808 
0.264000 	 2.953802 
0.265000 	 2.869244 
0.266000 	 2.786187 
0.267000 	 2.704688 
0.268000 	 2.624802 
0.269000 	 2.546585 
0.270000 	 2.470091 
0.271000 	 2.395377 
0.272000 	 2.322498 
0.273000 	 2.251509 
0.274000 	 2.182465 
0.275000 	 2.115423 
0.276000 	 2.050437 
0.277000 	 1.987563 
0.278000 	 1.926857 
0.279000 	 1.868373 
0.280000 	 1.812168 
0.281000 	 1.758297 
0.282000 	 1.706815 
0.283000 	 1.657777 
0.284000 	 1.611239 
0.285000 	 1.567257 
0.286000 	 1.525886 
0.287000 	 1.487182 
0.288000 	 1.451199 
0.289000 	 1.417993 
0.290000 	 1.387620 
0.291000 	 1.360135 
0.292000 	 1.335594 
0.293000 	 1.314052 
0.294000 	 1.295564 
0.295000 	 1.280186 
0.296000 	 1.267974 
0.297000 	 1.258982 
0.298000 	 1.253267 
0.299000 	 1.250883 
0.300000 	 1.251886 
0.301000 	 1.256311 
0.302000 	 1.264114 
0.303000 	 1.275228 
0.304000 	 1.289587 
0.305000 	 1.307126 
0.306000 	 1.327779 
0.307000 	 1.351481 
0.308000 	 1.378166 
0.309000 	 1.407768 
0.310000 	 1.440222 
0.311000 	 1.475462 
0.312000 	 1.513422 
0.313000 	 1.554037 
0.314000 	 1.597241 
0.315000 	 1.642968 
0.316000 	 1.691153 
0.317000 	 1.741730 
0.318000 	 1.794633 
0.319000 	 1.849797 
0.320000 	 1.907156 
0.321000 	 1.966645 
0.322000 	 2.028197 
0.323000 	 2.091748 
0.324000 	 2.157230 
0.325000 	 2.224580 
0.326000 	 2.293731 
0.327000 	 2.364617 
0.328000 	 2.437173 
0.329000 	 2.511334 
0.330000 	 2.587032 
0.331000 	 2.664204 
0.332000 	 2.742783 
0.333000 	 2.822704 
0.334000 	 2.903900 
0.335000 	 2.986306 
0.336000 	 3.069858 
0.337000 	 3.154488 
0.338000 	 3.240131 
0.339000 	 3.326722 
0.340000 	 3.414195 
0.341000 	 3.502485 
0.342000 	 3.591525 
0.343000 	 3.681250 
0.344000 	 3.771594 
0.345000 	 3.862492 
0.346000 	 3.953878 
0.347000 	 4.045686 
0.348000 	 4.137852 
0.349000 	 4.230308 
0.350000 	 4.322989 
0.351000 	 4.415831 
0.352000 	 4.508766 
0.353000 	 4.601730 
0.354000 	 4.694657 
0.355000 	 4.787481 
0.356000 	 4.880136 
0.357000 	 4.972557 
0.358000 	 5.064679 
0.359000 	 5.156435 
0.360000 	 5.247759 
0.361000 	 5.338587 
0.362000 	 5.428853 
0.363000 	 5.518490 
0.364000 	 5.607434 
0.365000 	 5.695618 
0.366000 	 5.782977 
0.367000 	 5.869445 
0.368000 	 5.954957 
0.369000 	 6.039447 
0.370000 	 6.122850 
0.371000 	 6.205099 
0.372000 	 6.286129 
0.373000 	 6.365874 
0.374000 	 6.444269 
0.375000 	 6.521248 
0.376000 	 6.596745 
0.377000 	 6.670695 
0.378000 	 6.743032 
0.379000 	 6.813691 
0.380000 	 6.882605 
0.381000 	 6.949709 
0.382000 	 7.014938 
0.383000 	 7.078226 
0.384000 	 7.139506 
0.385000 	 7.198715 
0.386000 	 7.255785 
0.387000 	 7.310651 
0.388000 	 7.363247 
0.389000 	 7.413509 
0.390000 	 7.461370 
0.391000 	 7.506764 
0.392000 	 7.549626 
0.393000 	 7.589890 
0.394000 	 7.627491 
0.395000 	 7.662363 
0.396000 	 7.694440 
0.397000 	 7.723657 
0.398000 	 7.749948 
0.399000 	 7.773247 
0.400000 	 7.793488 
0.401000 	 7.810626 
0.402000 	 7.824686 
0.403000 	 7.835716 
0.404000 	 7.843762 
0.405000 	 7.848869 
