1 	 2999 
2 	 463 
3 	 25 
4 	 104 
5 	 21 
6 	 24 
7 	 13 
8 	 38 
9 	 13 
10 	 20 
11 	 3 
12 	 18 
13 	 11 
14 	 18 
15 	 3 
16 	 12 
17 	 3 
18 	 6 
19 	 7 
20 	 11 
21 	 2 
22 	 7 
23 	 5 
24 	 6 
25 	 5 
26 	 8 
27 	 2 
28 	 6 
29 	 2 
30 	 2 
31 	 2 
32 	 6 
33 	 1 
34 	 5 
35 	 2 
36 	 7 
37 	 7 
38 	 4 
39 	 2 
40 	 4 
41 	 1 
42 	 7 
43 	 1 
44 	 3 
45 	 1 
46 	 1 
47 	 0 
48 	 4 
49 	 1 
50 	 2 
51 	 2 
52 	 5 
53 	 2 
54 	 0 
55 	 2 
56 	 1 
57 	 0 
58 	 1 
59 	 2 
60 	 2 
61 	 2 
62 	 2 
63 	 1 
64 	 2 
65 	 3 
66 	 1 
67 	 2 
68 	 1 
69 	 0 
70 	 1 
71 	 0 
72 	 1 
73 	 0 
74 	 0 
75 	 1 
76 	 2 
77 	 0 
78 	 0 
79 	 1 
80 	 2 
81 	 2 
82 	 3 
83 	 0 
84 	 0 
85 	 0 
86 	 1 
87 	 1 
88 	 2 
89 	 0 
90 	 1 
91 	 1 
92 	 0 
93 	 1 
94 	 0 
95 	 0 
96 	 2 
97 	 0 
98 	 0 
99 	 0 
100 	 0 
